Address,C.Ostan,Tedad.a,Gender,Age,Savad,InEdu,Madrak,Faaliat,T.shaghel,n.t.s,T.O,S.Z,N.S,Masleh,oto,motor,do,radio,zabt,TV.S,TV.r,DVD,Pc,mobile,freeizer,yakhchal,yakhchal.f,gaz,jaro.b,m.lebas,charkh.kh,panke,cooler.a,cooler.g,m.zarf,microfer,ab.l,bargh,gaz.l,tel,internet,hamam,ashpazkhane,cooler.a.s,broodat.m,hararat.m,package,cooler.g.s,fazelab,sookht.p,sookht.g,sookht.ab,H_Khorakivadokhani,H_Noshidani,H_Pushak,H_Maskan,H_mobleman,H_behdasht,H_Hamlonaghl,H_Ertebatat,H_Tafrihat,H_Ghazayeamade,H_kalavakhadamat,D_Mozd,D_Azad,D_Motefaraghe,D_Yarane
10001002617,0,2,1,70,2,NA,NA,1,1,1,3,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,7225000,300000,860000,4763000,1440000,NA,200000,240000,NA,NA,125000,171600000,NA,NA,10920000
10001002620,0,2,1,56,1,2,1,1,1,3,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7491000,NA,2290000,5531000,2363000,160000,300000,272000,NA,NA,885000,204000000,NA,NA,10920000
10001002623,0,6,1,44,1,2,1,1,1,6,3,50,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10603000,NA,2090000,2771000,2016000,380000,1950000,366000,530000,NA,1245000,NA,220000000,NA,32760000
10001002708,0,3,1,55,1,2,1,1,1,1,4,80,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,9093000,540000,1745000,7030000,1282000,250000,1300000,282000,NA,NA,518000,217440000,NA,4050000,16380000
10001002711,0,2,1,59,1,2,1,1,1,1,4,85,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10181000,NA,395000,7695000,1445000,650000,2200000,221000,NA,NA,275000,NA,240000000,2700000,10920000
10001002713,0,4,1,48,1,2,6,1,1,1,3,67,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,12731000,NA,800000,7886000,2838000,550000,2800000,285000,50000,530000,2140000,341200000,NA,NA,21840000
10001002715,0,3,1,36,1,2,4,1,1,1,3,63,3,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7530000,NA,1185000,7244000,1578000,90000,280000,270000,350000,NA,986000,144000000,NA,NA,16380000
10001002720,0,4,1,40,1,2,4,1,1,1,3,50,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,17096000,NA,2930000,7495000,4271000,180000,390000,340000,1570000,500000,1755000,300600000,NA,5160000,21840000
10001002723,0,2,2,48,1,2,4,3,NA,3,3,67,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,4764000,NA,NA,6914000,360000,NA,170000,175000,NA,NA,95000,NA,NA,53000000,10920000
10002002808,0,2,1,58,1,2,1,1,1,1,4,160,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,12674000,1200000,NA,6000000,650000,380000,400000,910000,NA,700000,500000,NA,240000000,NA,10920000
10002002810,0,1,2,88,2,NA,NA,3,NA,1,4,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,3183000,NA,NA,4096000,490000,NA,NA,78000,NA,NA,190000,NA,NA,90000000,5460000
10002002815,0,2,1,68,1,2,4,1,1,1,8,240,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,15285000,NA,NA,7631000,NA,16030000,1600000,1100000,NA,4500000,600000,NA,500000000,144000000,NA
10002002816,0,3,1,30,1,2,2,1,1,1,3,70,3,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,4,14,24,5538000,160000,700000,4650000,450000,NA,350000,600000,700000,NA,1930000,160000000,NA,700000,16380000
10002002820,0,4,1,58,1,2,1,3,1,1,6,210,3,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,4,14,24,10254800,NA,NA,9260000,NA,250000,1300000,470000,NA,NA,200000,207104008,NA,165000000,21840000
10002002823,0,3,1,49,1,2,1,3,1,1,4,90,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,5875400,NA,NA,6230000,550000,NA,670000,360000,210000,NA,210000,60000000,NA,242400000,16380000
10002002908,0,4,1,78,1,2,1,1,1,1,3,95,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,12952000,750000,NA,7345000,1555000,9950000,550000,620000,NA,NA,NA,NA,320000000,NA,21840000
10002002911,0,4,1,38,1,2,2,1,1,1,3,70,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,14,24,3060000,1500000,NA,6200000,240000,NA,400000,70000,NA,NA,210000,70000000,NA,6000000,21840000
10002002913,0,2,1,84,1,2,9,1,1,1,4,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5755000,NA,900000,6640000,320000,50000,500000,300000,NA,NA,420000,NA,120000000,1600000,10920000
10002002914,0,2,1,66,1,2,1,3,NA,1,4,110,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,19398000,1500000,NA,6705000,668000,815000,200000,200000,NA,NA,700000,NA,NA,175600000,10920000
10002002920,0,2,1,52,1,2,1,1,1,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,13454000,NA,700000,7950000,2440000,2080000,1800000,850000,NA,NA,660000,120000000,40000000,66000000,10920000
10002002923,0,2,1,66,1,2,1,3,NA,1,3,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,3865000,NA,NA,6400000,690000,1680000,600000,190000,NA,NA,150000,NA,NA,266000000,10920000
10002003010,0,4,1,45,1,2,4,1,1,1,3,120,3,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,14,24,11216000,800000,NA,4765000,NA,NA,2700000,650000,250000,770000,350000,NA,264000000,14400000,21840000
10002003011,0,3,1,85,2,NA,NA,1,1,1,3,115,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,9862000,NA,NA,3700000,750000,440000,450000,500000,NA,NA,100000,NA,46000000,66000000,16380000
10002003017,0,2,1,61,1,2,1,1,1,6,4,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,22305000,1350000,NA,7600000,3440000,2050000,2400000,750000,NA,NA,510000,NA,360000000,NA,10920000
10002003020,0,3,1,32,1,2,4,1,1,1,3,80,3,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,14,24,3220000,NA,700000,6522000,350000,210000,350000,550000,NA,700000,380000,318880000,NA,NA,16380000
10002003023,0,4,1,37,1,2,4,1,1,3,3,90,3,1,1,NA,1,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7486000,NA,NA,4387000,370000,NA,1000000,160000,NA,700000,390000,289560000,NA,NA,21840000
10003003108,0,4,1,49,1,2,1,2,1,1,3,74,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,11009000,40000,6000000,9050000,1540000,NA,1200000,900000,NA,NA,1310000,106773336,30000000,229190000,21840000
10003003111,0,4,1,35,1,2,2,1,1,1,3,73,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,4,14,24,6108000,80000,NA,7980000,NA,1900000,750000,200000,NA,NA,670000,289560000,NA,5190000,21840000
10003003114,0,2,2,70,2,NA,NA,3,1,1,4,95,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,8442000,NA,NA,6963000,200000,3540000,1800000,490000,500000,NA,670000,NA,230000000,189150000,10920000
10003003117,0,1,2,37,1,2,4,3,NA,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,4,14,24,8912000,NA,7190000,1378000,870000,NA,200000,800000,2000000,NA,5500000,NA,NA,520000000,5460000
10003003120,0,4,1,51,1,2,2,3,NA,1,4,90,3,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10995000,600000,220000,8135000,1510000,150000,200000,987000,600000,NA,730000,NA,NA,293160000,21840000
10003003123,0,1,1,75,1,2,1,3,NA,3,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,2220000,1900000,NA,5000000,310000,1000000,300000,200000,NA,1500000,300000,NA,NA,72000000,5460000
10003003207,0,2,1,58,1,2,4,3,NA,1,4,65,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,13502500,NA,1050000,4310000,470000,1810000,1000000,620000,NA,NA,150000,NA,NA,346000000,10920000
10003003211,0,3,1,65,1,2,5,1,2,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,22190000,NA,NA,1800000,540000,NA,900000,1150000,NA,NA,400000,NA,105000000,524000000,16380000
10003003213,0,2,2,33,1,2,6,3,NA,1,4,95,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,10880000,NA,NA,5800000,1220000,1000000,50000,750000,2000000,2000000,550000,44790003,NA,40000000,10920000
10003003217,0,3,1,34,1,2,2,1,1,3,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,4,14,24,5477500,651000,NA,5610000,400000,NA,800000,350000,NA,NA,420000,126000000,NA,1200000,16380000
10003003220,0,4,1,34,1,2,2,1,1,3,3,75,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,20785000,NA,NA,6990000,820000,60000,2220000,442000,325000,75000,1850000,190000000,NA,NA,19565000
10003003223,0,2,2,65,1,2,4,3,NA,1,4,140,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,14360000,NA,NA,9050000,80000,1000000,1450000,700000,NA,NA,1100000,NA,NA,228000000,10920000
10003003309,0,3,1,30,1,2,6,1,1,1,4,65,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,9605000,NA,380000,6594000,2660000,930000,1000000,2060000,NA,NA,1670000,400160008,NA,NA,16380000
10003003312,0,2,1,26,1,2,6,1,2,3,3,67,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,7170000,NA,NA,5750000,NA,NA,1400000,700000,NA,500000,930000,845760016,NA,NA,10920000
10003003315,0,4,1,45,1,2,4,1,1,1,4,130,3,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,15055000,NA,NA,6410000,680000,200000,1300000,1500000,1230000,21400000,2410000,228880004,NA,NA,21840000
10003003318,0,3,1,62,1,2,4,1,2,3,4,120,3,1,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,15609000,NA,3450000,7835000,1830000,920000,3670000,490000,NA,8000000,1300000,316000008,154500000,NA,16380000
10003003320,0,6,1,59,1,2,1,3,3,1,4,107,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,7734000,NA,500000,9670000,NA,5300000,1700000,850000,500000,NA,1440000,103000000,180000000,238000000,32760000
10003003323,0,4,1,52,1,2,2,1,1,1,4,107,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,19700000,NA,3500000,9550000,580000,NA,1350000,570000,700000,NA,5370000,NA,373000000,NA,21840000
10003003507,0,2,2,61,2,NA,NA,3,NA,1,4,130,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,15550000,NA,NA,8619000,1170000,3600000,1600000,140000,NA,NA,280000,NA,NA,212210000,10920000
10003003508,0,4,1,45,1,2,1,1,1,1,4,65,2,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,2506000,NA,NA,7797000,NA,NA,2250000,830000,655000,NA,900000,100000000,NA,NA,21840000
10003003514,0,1,2,70,2,NA,NA,3,NA,6,3,45,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,9895000,NA,NA,7650000,600000,NA,NA,300000,NA,NA,NA,NA,NA,50000000,5460000
10003003517,0,4,1,58,1,2,4,3,NA,1,4,143,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,11035000,NA,NA,7710000,1130000,2750000,9500000,950000,NA,660000,1130000,NA,NA,361300000,21840000
10003003520,0,4,1,54,1,2,4,3,1,1,4,100,3,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,26616600,NA,5700000,10700000,1670000,4250000,3600000,1150000,350000,800000,1030000,NA,300000000,252000000,21840000
10003003523,0,2,1,48,1,2,1,1,1,1,4,94,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,17574000,NA,4600000,9520000,3680000,1120000,2300000,420000,NA,NA,720000,267556800,NA,NA,10920000
10004003611,0,3,1,58,1,2,2,3,NA,6,4,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,14617000,NA,4000000,8930000,1965000,5700000,500000,620000,NA,NA,1850000,NA,NA,215400000,16380000
10004003612,0,5,1,64,1,2,4,1,1,1,3,108,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,11810000,240000,NA,8880000,2160000,750000,1000000,550000,NA,NA,1600000,NA,140000000,169960000,27300000
10004003614,0,1,1,95,1,2,1,3,NA,1,5,120,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,5715000,NA,NA,7720000,600000,1700000,NA,50000,NA,NA,300000,NA,NA,222480000,5460000
10004003617,0,2,1,70,1,2,1,1,1,1,4,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,4,14,24,9800000,NA,NA,7500000,180000,2000000,NA,250000,NA,NA,NA,NA,59000000,NA,NA
10004003620,0,3,1,37,1,2,4,1,1,1,4,72,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,9233000,NA,NA,8253000,495000,2440000,4500000,2150000,NA,NA,NA,NA,432000000,8630000,16380000
10004003623,0,4,1,38,1,2,6,1,1,1,3,103,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,4,14,24,13820000,NA,300000,11070000,1900000,NA,2200000,1100000,1200000,NA,3840000,NA,688000000,NA,NA
10004003808,0,1,2,60,2,NA,NA,3,NA,1,1,20,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,11,21,2368000,NA,NA,1780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000000,5460000
10004003809,0,4,1,32,1,2,4,1,1,6,3,57,3,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,2330000,NA,800000,4523000,NA,744000,1400000,790000,80000,NA,200000,296000008,NA,1040000,21840000
10004003817,0,4,1,56,1,2,6,3,1,1,4,90,3,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,4,14,24,18410000,NA,60000,9657000,1230000,23650000,3200000,1150000,270000,NA,1616000,293920000,NA,370000000,21840000
10004003818,0,2,1,66,2,NA,NA,3,NA,1,3,110,3,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8647000,NA,NA,5300000,1110000,2420000,530000,280000,NA,200000,800000,NA,NA,85000000,10920000
10004003820,0,2,1,70,1,2,1,3,NA,1,2,50,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,1370000,NA,NA,2480000,160000,NA,100000,110000,NA,NA,NA,NA,NA,39300000,10920000
10004003823,0,3,1,86,2,NA,NA,6,NA,1,4,118,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,5877000,NA,NA,4660000,NA,NA,50000,240000,NA,NA,100000,NA,NA,149000000,16380000
10004003911,0,5,1,42,1,2,1,1,1,1,4,100,3,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,6755000,1500000,700000,6280000,NA,NA,1340000,200000,460000,NA,650000,120000000,NA,41000000,27300000
10004003912,0,5,1,44,1,2,1,1,1,4,3,100,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,4185000,675000,1920000,5005000,NA,600000,170000,300000,NA,NA,910000,105000000,NA,700000,27300000
10004003916,0,4,1,75,2,NA,NA,1,2,1,3,75,3,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,17320000,2100000,3350000,6496000,1205000,6700000,5800000,678000,150000,NA,3280000,240000000,76500000,NA,21840000
10004003918,0,2,2,47,1,2,1,5,NA,3,4,200,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,10702000,NA,1700000,4080000,710000,NA,250000,140000,NA,NA,1830000,NA,NA,216000000,10920000
10004003920,0,3,1,55,1,2,1,1,1,1,3,85,3,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,4,14,24,5730000,980000,9350000,8652000,1660000,6150000,2200000,2120000,2000000,NA,2170000,NA,125000000,NA,16380000
10004003923,0,4,1,43,1,2,1,1,1,1,3,130,3,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,18130000,NA,5070000,6800000,1510000,4050000,2050000,600000,1500000,NA,2390000,NA,300000000,300000000,21840000
10004004008,0,3,1,54,1,2,2,1,1,1,3,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,20040000,NA,16200000,1960000,320000,2500000,900000,1500000,NA,1000000,1050000,40000000,170000000,1700000,16380000
10004004009,0,4,1,53,1,2,1,1,2,3,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,4,14,24,6483000,1200000,1040000,6415000,1140000,955000,1450000,670000,300000,NA,1045000,180000000,NA,17050000,21840000
10004004014,0,3,1,35,1,2,4,1,1,6,3,100,3,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,4,14,24,10528000,180000,850000,6735000,1550000,2200000,1270000,585000,NA,NA,1340000,NA,160000000,NA,16380000
10004004016,0,3,1,68,1,2,1,1,2,1,3,100,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,4355000,NA,NA,5100000,320000,2900000,650000,476000,NA,NA,295000,144000000,NA,11500000,16380000
10004004020,0,2,1,93,2,NA,NA,3,NA,1,2,55,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,4,14,24,4765000,NA,NA,4790000,30000,NA,NA,40000,NA,NA,140000,NA,NA,25200000,10920000
10004004023,0,4,1,62,1,2,5,1,3,1,4,150,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,4,14,24,25397500,NA,22500000,9100000,4300000,NA,6700000,2420000,NA,1500000,1400000,354386676,399000000,324000000,NA
