Address,C.Ostan,Tedad.a,Gender,Age,Savad,InEdu,Madrak,Faaliat,T.shaghel,n.t.s,T.O,S.Z,N.S,Masleh,oto,motor,do,radio,zabt,TV.S,TV.r,DVD,Pc,mobile,freeizer,yakhchal,yakhchal.f,gaz,jaro.b,m.lebas,charkh.kh,panke,cooler.a,cooler.g,m.zarf,microfer,ab.l,bargh,gaz.l,tel,internet,hamam,ashpazkhane,cooler.a.s,broodat.m,hararat.m,package,cooler.g.s,fazelab,sookht.p,sookht.g,sookht.ab,H_Khorakivadokhani,H_Noshidani,H_Pushak,H_Maskan,H_mobleman,H_behdasht,H_Hamlonaghl,H_Ertebatat,H_Tafrihat,H_Ghazayeamade,H_kalavakhadamat,D_Mozd,D_Azad,D_Motefaraghe,D_Yarane
10001001311,0,3,1,38,1,2,6,1,1,1,4,80,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10539000,NA,1430000,4858000,1954000,125000,2100000,425000,900000,300000,2180000,236840000,NA,NA,16380000
10001001314,0,4,1,43,1,2,4,1,1,3,4,80,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,4,14,24,12870000,NA,2480000,8582000,6130000,1350000,2500000,370000,1100000,150000,3985000,546040000,NA,NA,21840000
10001001315,0,2,1,34,1,2,6,1,2,3,4,80,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,19408000,NA,4500000,6904000,4715000,280000,2550000,317000,350000,NA,1655000,521840000,NA,NA,10920000
10001001320,0,3,1,32,1,2,2,1,1,1,4,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,14,24,10759000,NA,2265000,4239000,1620000,300000,1380000,385000,400000,NA,770000,336000000,NA,3000000,16380000
10001001323,0,2,1,30,1,2,6,1,1,3,4,80,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,16562000,NA,2780000,9963000,1635000,NA,330000,330000,NA,600000,4200000,317200000,NA,NA,10920000
10001001409,0,4,1,38,1,2,4,1,1,3,4,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,9663000,NA,8005000,8485000,2270000,615000,1200000,320000,280000,NA,1375000,264000000,NA,NA,21840000
10001001411,0,4,1,47,1,2,1,1,1,1,4,80,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,11143000,NA,1120000,7939000,3300000,640000,1950000,NA,NA,NA,1335000,120000000,NA,200000000,21840000
10001001414,0,3,1,66,1,2,4,3,1,1,5,140,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,12845000,NA,8160000,9180000,5848000,220000,2850000,425000,NA,NA,970000,NA,230000000,384000000,NA
10001001415,0,4,1,41,1,2,1,1,1,6,3,80,3,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,8204000,NA,970000,7171000,2880000,440000,1800000,378000,1030000,500000,740000,NA,240000000,NA,21840000
10001001420,0,4,1,49,1,2,7,1,1,1,3,86,3,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,14182000,NA,1990000,7433000,3990000,6790000,3500000,NA,NA,1000000,1685000,546040000,NA,NA,21840000
10001001423,0,4,1,48,1,2,6,1,1,1,3,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,12972000,400000,3030000,8270000,2417000,1220000,2550000,335000,150000,NA,3550000,NA,400000000,NA,21840000
10001001510,0,1,2,80,1,2,1,5,NA,1,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,6095000,NA,NA,2734000,710000,NA,200000,145000,NA,NA,92000,NA,NA,144000000,5460000
10001001512,0,5,1,52,2,NA,NA,1,2,1,3,70,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8941000,252000,1380000,4319000,1450000,120000,400000,379000,NA,200000,1470000,320600000,NA,NA,27300000
10001001514,0,4,1,45,1,2,2,1,1,1,3,50,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8349000,320000,1170000,3689000,830000,400000,1530000,363000,NA,300000,950000,114408000,NA,120000000,21840000
10001001516,0,4,1,47,1,2,2,1,2,1,3,62,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,9616000,NA,NA,5338000,1195000,NA,1680000,395000,NA,NA,2740000,240000000,240000000,NA,21840000
10001001520,0,4,1,39,1,2,1,1,1,3,3,60,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,14,24,6733000,NA,120000,5909000,465000,NA,260000,193000,200000,NA,510000,180000000,NA,NA,21840000
10001001523,0,2,1,91,2,NA,NA,3,NA,6,3,50,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,4715000,NA,NA,2252000,244000,NA,80000,60000,NA,NA,NA,NA,NA,72000000,10920000
10001001608,0,1,2,70,2,NA,NA,3,NA,1,4,130,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7505000,NA,750000,6780000,290000,405000,110000,240000,NA,NA,300000,NA,NA,220000000,5460000
10001001612,0,3,1,44,1,2,4,1,1,3,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8773500,NA,1000000,9160000,670000,350000,1050000,500000,NA,700000,1220000,345840004,NA,NA,16380000
10001001614,0,4,1,56,1,2,1,1,2,1,4,130,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,11022000,NA,1150000,10140000,855000,550000,600000,800000,NA,1380000,790000,333480000,216000000,102000000,21840000
10001001618,0,4,1,57,2,NA,NA,1,2,1,4,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,9299500,NA,1370000,8047000,1620000,NA,1200000,450000,NA,NA,790000,534320008,NA,150000000,21840000
10001001620,0,2,1,78,1,2,1,3,NA,1,4,120,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,6807500,NA,NA,8330000,325000,830000,150000,450000,NA,NA,310000,NA,NA,202000000,10920000
10001001623,0,3,1,52,2,NA,NA,1,2,1,4,120,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,9421500,900000,2400000,8139000,1650000,450000,1330000,650000,NA,240000,580000,445000000,NA,NA,NA
10001001708,0,2,1,85,2,NA,NA,1,1,1,4,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,25431000,NA,2500000,1587000,2805000,NA,240000,248000,NA,NA,610000,NA,208000000,NA,10920000
10001001712,0,2,1,72,1,2,1,3,NA,1,3,90,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,5171000,NA,555000,1002000,1280000,600000,180000,181000,NA,NA,205000,NA,NA,45000000,10920000
10001001713,0,1,2,68,2,NA,NA,5,NA,1,2,15,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,3455000,NA,620000,618000,353000,NA,NA,50000,NA,NA,93000,NA,NA,35000000,5460000
10001001714,0,4,1,44,2,NA,NA,1,1,1,3,70,3,6,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,7660000,NA,625000,1005000,970000,NA,150000,245000,500000,NA,1805000,120000000,NA,NA,21840000
10001001720,0,2,1,80,1,2,1,1,1,1,2,45,3,6,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,9110000,NA,1070000,905000,1488000,NA,220000,NA,NA,NA,334000,NA,104000000,NA,10920000
10001001723,0,4,1,64,1,2,1,3,NA,1,4,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,10299000,NA,3030000,3577000,2460000,180000,2300000,318000,NA,NA,985000,NA,NA,220000000,21840000
10001001807,0,3,1,35,1,2,5,1,1,6,3,100,3,1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10334000,NA,3480000,4861000,2000000,100000,2300000,260000,100000,NA,1895000,236840000,NA,4500000,16380000
10001001811,0,3,1,60,1,2,1,2,NA,1,4,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,15507000,NA,2520000,7765000,5000000,300000,2400000,318000,NA,NA,870000,NA,NA,370000000,16380000
10001001814,0,3,1,58,1,2,1,1,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7477000,NA,1515000,7295000,2480000,520000,560000,330000,420000,NA,1530000,NA,120000000,4500000,16380000
10001001817,0,4,1,41,1,2,1,1,1,3,3,55,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10332000,NA,6920000,4929000,1545000,NA,440000,222000,350000,NA,1450000,NA,140000000,NA,21840000
10001001820,0,2,2,43,1,2,1,5,NA,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,4528000,NA,530000,5202000,1040000,NA,150000,250000,NA,NA,555000,NA,NA,47000000,10920000
10001001823,0,3,1,27,1,2,2,1,1,3,3,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8756000,NA,3050000,6009000,2520000,5100000,1000000,310000,560000,NA,1485000,133920000,NA,NA,16380000
10001001909,0,3,1,50,2,NA,NA,1,2,1,3,80,3,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8815000,NA,1470000,4311000,1070000,590000,1810000,262000,200000,180000,940000,264000000,NA,NA,16380000
10001001911,0,2,1,69,1,2,1,3,NA,1,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,13205000,NA,1540000,4924000,2540000,800000,290000,276000,180000,500000,475000,NA,NA,322000000,10920000
10001001914,0,3,1,34,1,2,2,1,1,1,3,65,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8724000,NA,1280000,3886000,2044000,720000,320000,225000,490000,200000,980000,180000000,NA,NA,16380000
10001001916,0,2,1,59,2,NA,NA,3,NA,1,3,90,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,5088000,NA,530000,4650000,830000,1090000,100000,151000,320000,NA,345000,20000000,NA,98000000,10920000
10001001920,0,4,1,40,1,2,4,1,1,6,3,85,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,11189000,320000,2250000,4353000,1598000,100000,750000,307000,330000,200000,2455000,213200000,NA,NA,21840000
10001001923,0,4,1,40,1,2,4,1,1,3,3,80,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8567000,360000,1610000,4813000,1030000,NA,1950000,307000,580000,150000,1160000,240000000,NA,NA,21840000
10001002008,0,2,1,79,1,2,1,3,NA,1,3,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8850000,NA,1500000,5940000,900000,1540000,140000,330000,NA,200000,270000,NA,NA,288000000,10920000
10001002012,0,3,1,48,1,2,1,1,1,3,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,10449000,NA,NA,5060000,1240000,295000,270000,800000,NA,300000,660000,NA,204000000,NA,16380000
10001002014,0,2,1,55,1,2,4,3,NA,1,3,50,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8774500,NA,2370000,4600000,1100000,2760000,1150000,360000,NA,340000,670000,NA,NA,360000000,10920000
10001002018,0,2,1,48,1,2,2,1,1,3,3,65,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10080500,NA,300000,5300000,2140000,NA,220000,370000,NA,200000,500000,248800004,NA,NA,10920000
10001002020,0,3,1,30,1,2,4,1,1,1,3,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8040000,NA,1650000,4600000,800000,NA,950000,500000,1000000,NA,1040000,NA,252000000,NA,16380000
10001002023,0,5,1,43,1,2,1,1,3,3,3,70,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10914000,NA,6750000,6880000,1310000,50000,1050000,740000,330000,700000,1760000,394800004,NA,30000000,27300000
10001002207,0,5,1,45,1,2,1,1,1,1,3,60,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,15501000,NA,2400000,2581000,2332000,420000,2000000,365000,NA,NA,1405000,343224000,NA,NA,27300000
10001002211,0,4,1,40,1,2,1,1,1,3,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,5191000,NA,1375000,5311000,630000,NA,180000,270000,230000,NA,430000,156000000,NA,NA,21840000
10001002217,0,4,1,64,1,2,1,1,3,1,3,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,13275000,NA,570000,4471000,1530000,220000,1650000,313000,NA,NA,2438000,372840000,150000000,NA,21840000
10001002218,0,4,1,40,1,2,4,1,1,6,3,70,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8086000,NA,1590000,3562000,2220000,NA,265000,415000,880000,NA,495000,194520000,NA,NA,21840000
10001002220,0,5,1,45,1,2,4,1,1,3,3,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7196000,150000,2015000,7588000,1400000,NA,1600000,219000,200000,NA,670000,160200000,NA,NA,27300000
10001002223,0,3,1,50,1,2,1,1,1,4,3,85,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,14,24,7425000,NA,750000,4856000,1491000,NA,250000,300000,200000,300000,1280000,277760000,NA,NA,16380000
10001002308,0,5,1,50,1,2,4,3,1,3,4,85,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,13886000,NA,1930000,7114000,2300000,550000,300000,460000,220000,NA,1605000,84000000,NA,300000000,27300000
10001002312,0,2,1,67,1,2,2,3,NA,1,4,90,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,6594000,NA,195000,7219000,960000,590000,1750000,270000,NA,NA,275000,NA,NA,42700000,10920000
10001002314,0,3,1,53,1,2,2,1,1,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,12450000,NA,200000,8242000,7215000,2090000,2200000,390000,NA,NA,1435000,NA,250000000,NA,16380000
10001002317,0,3,1,66,1,2,4,1,1,1,4,140,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,12660000,400000,1460000,8797000,3920000,1500000,3050000,250000,250000,NA,590000,NA,350000000,2700000,10920000
10001002320,0,4,1,54,1,2,6,1,1,1,4,90,3,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,19675000,NA,1180000,6648000,6195000,1010000,2950000,350000,NA,NA,3000000,NA,500000000,NA,21840000
10001002323,0,3,1,52,1,2,4,1,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,5707000,NA,910000,4680000,1460000,860000,250000,285000,NA,NA,745000,240000000,NA,4000000,16380000
10001002408,0,3,1,66,1,2,6,3,NA,1,6,260,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10194000,NA,1800000,6559000,770000,430000,1000000,600000,NA,420000,610000,NA,NA,300000000,16380000
10001002410,0,2,1,71,1,2,1,3,NA,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10207000,NA,NA,4853000,960000,940000,800000,450000,NA,NA,320000,NA,NA,336000000,10920000
10001002413,0,3,1,62,1,2,1,1,1,1,4,130,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,14,24,6547500,NA,1470000,5400000,1900000,150000,1150000,570000,40000,340000,870000,NA,420000000,NA,16380000
10001002414,0,3,1,66,1,2,1,1,1,1,4,160,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,7980000,NA,2050000,5385000,1080000,380000,400000,600000,NA,NA,750000,180000000,NA,NA,16380000
10001002420,0,5,1,34,1,2,6,1,1,1,2,90,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,9227500,NA,NA,5717000,390000,380000,950000,475000,450000,750000,350000,391200000,NA,NA,27300000
10001002423,0,5,1,63,1,2,1,1,3,1,4,147,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8976000,NA,2300000,6840000,1260000,400000,1700000,650000,NA,NA,740000,NA,429000000,NA,27300000
10001002510,0,1,1,86,2,NA,NA,3,NA,1,3,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10457500,NA,1200000,8895000,600000,4650000,250000,150000,NA,NA,200000,NA,NA,205000000,5460000
10001002511,0,5,1,49,1,2,2,1,1,3,3,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,14919000,NA,3550000,11760000,1390000,NA,1150000,800000,760000,330000,880000,NA,384000000,NA,27300000
10001002517,0,3,1,66,1,2,5,3,1,1,3,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10732500,NA,NA,7260000,920000,800000,720000,550000,NA,320000,650000,NA,216000000,240000000,16380000
10001002518,0,3,1,57,1,2,6,3,1,1,4,100,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,13535000,NA,1840000,6070000,675000,720000,1350000,650000,40000,NA,750000,149280000,NA,240000000,16380000
10001002520,0,4,1,35,1,2,2,1,1,3,3,80,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,13998000,NA,7380000,9090000,5920000,330000,650000,650000,2250000,500000,2020000,NA,300000000,NA,21840000
10001002523,0,4,1,43,1,2,4,1,1,1,3,100,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,8887000,NA,1900000,7120000,500000,60000,350000,420000,620000,500000,1160000,385640008,NA,NA,21840000
10001002608,0,3,1,48,1,2,2,1,1,1,3,60,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,11448000,297000,780000,4472000,3167000,NA,250000,308000,NA,250000,1188000,180000000,NA,NA,16380000
10001002611,0,2,1,53,1,2,1,3,NA,1,3,65,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,4,14,24,10012000,NA,1060000,4060000,2613000,480000,1000000,280000,NA,NA,775000,NA,NA,219200000,10920000
10001002613,0,1,1,93,1,2,1,3,NA,1,2,80,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,14,24,3635000,NA,NA,3493000,182000,NA,180000,205000,NA,NA,NA,NA,NA,32000000,5460000
